Host,Hop,Loss%,Snt,Last,Avg,Best,Wrst,StDev
files.sitestatic.net,1.0,0.0,10.0,4.54,9.07,3.5,26.26,7.11
files.sitestatic.net,2.0,0.0,10.0,4.16,5.87,3.9,11.24,2.05
files.sitestatic.net,3.0,30.0,10.0,4.94,6.53,3.98,10.17,2.12
files.sitestatic.net,4.0,0.0,10.0,17.89,19.52,14.26,40.45,7.68
files.sitestatic.net,5.0,0.0,10.0,38.18,48.12,28.91,78.41,16.69
files.sitestatic.net,6.0,0.0,10.0,61.8,34.49,21.61,61.8,12.35
files.sitestatic.net,7.0,0.0,10.0,45.83,28.5,21.36,45.83,8.24
files.sitestatic.net,8.0,0.0,10.0,24.5,25.68,20.15,49.35,8.78
www.google.com,1.0,0.0,10.0,3.98,48.18,3.66,224.56,71.51
www.google.com,2.0,0.0,10.0,4.15,46.62,4.15,254.51,78.18
www.google.com,3.0,0.0,10.0,5.07,29.38,2.7,205.7,62.7
www.google.com,4.0,0.0,10.0,28.89,55.57,27.17,178.62,47.59
www.google.com,5.0,0.0,10.0,21.16,33.2,20.19,127.95,33.49
www.google.com,6.0,0.0,10.0,30.34,37.27,22.1,94.29,25.89
www.google.com,7.0,10.0,10.0,26.24,51.37,24.59,127.75,34.7
www.google.com,8.0,0.0,10.0,27.45,51.78,24.37,100.24,31.32
www.google.com,9.0,0.0,10.0,35.69,40.05,23.4,63.4,14.16
www.google.com,10.0,0.0,10.0,31.68,27.4,22.8,31.68,3.32
www.google.com,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,18.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,19.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
www.google.com,20.0,0.0,10.0,24.08,60.19,20.72,274.96,83.72
securitydomain-pa.googleapis.com,1.0,0.0,10.0,17.34,9.47,2.52,23.24,7.81
securitydomain-pa.googleapis.com,2.0,0.0,10.0,5.49,9.21,2.5,29.77,8.03
securitydomain-pa.googleapis.com,3.0,0.0,10.0,8.06,8.13,2.55,28.41,7.78
securitydomain-pa.googleapis.com,4.0,0.0,10.0,28.09,28.76,25.46,41.01,4.53
securitydomain-pa.googleapis.com,5.0,0.0,10.0,19.64,24.71,19.64,33.73,5.1
securitydomain-pa.googleapis.com,6.0,0.0,10.0,22.19,25.74,21.16,44.82,7.16
securitydomain-pa.googleapis.com,7.0,0.0,10.0,21.28,23.14,20.71,32.08,3.36
securitydomain-pa.googleapis.com,8.0,0.0,10.0,20.32,25.14,20.27,47.94,8.38
securitydomain-pa.googleapis.com,9.0,10.0,10.0,52.59,28.46,20.84,52.59,11.18
securitydomain-pa.googleapis.com,10.0,0.0,10.0,43.21,25.44,21.08,43.21,6.51
securitydomain-pa.googleapis.com,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,18.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,19.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
securitydomain-pa.googleapis.com,20.0,0.0,10.0,203.9,41.45,19.15,203.9,57.38
www.oldsiamjacksonville.com,1.0,0.0,10.0,6.88,4.25,2.51,6.99,1.88
www.oldsiamjacksonville.com,2.0,0.0,10.0,3.36,4.67,2.48,9.97,2.6
www.oldsiamjacksonville.com,3.0,0.0,10.0,3.54,6.27,2.81,23.41,6.39
www.oldsiamjacksonville.com,4.0,0.0,10.0,15.21,30.08,15.21,99.64,26.68
www.oldsiamjacksonville.com,5.0,0.0,10.0,27.25,34.53,25.41,82.08,17.42
www.oldsiamjacksonville.com,6.0,20.0,10.0,44.43,28.91,21.1,44.43,10.18
www.oldsiamjacksonville.com,7.0,0.0,10.0,23.88,27.93,20.62,46.01,9.13
www.oldsiamjacksonville.com,8.0,0.0,10.0,20.4,21.52,20.2,23.67,1.17
bjpampampamp4.xyz,1.0,0.0,10.0,11.21,5.25,3.5,11.21,2.25
bjpampampamp4.xyz,2.0,0.0,10.0,3.27,9.87,2.04,40.25,14.36
bjpampampamp4.xyz,3.0,0.0,10.0,5.99,5.49,2.16,22.98,6.31
bjpampampamp4.xyz,4.0,0.0,10.0,14.28,16.17,13.92,21.81,2.67
bjpampampamp4.xyz,5.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,6.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,7.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,8.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,9.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
bjpampampamp4.xyz,12.0,0.0,10.0,23.69,25.67,21.77,37.51,5.26
beacons.gcp.gvt2.com,1.0,0.0,10.0,4.4,11.23,4.38,21.37,5.89
beacons.gcp.gvt2.com,2.0,10.0,10.0,3.84,8.63,3.84,18.43,5.02
beacons.gcp.gvt2.com,3.0,0.0,10.0,10.18,8.31,5.24,13.45,2.64
beacons.gcp.gvt2.com,4.0,0.0,10.0,28.11,34.59,27.32,50.61,8.86
beacons.gcp.gvt2.com,5.0,0.0,10.0,21.82,37.45,21.58,89.61,20.51
beacons.gcp.gvt2.com,6.0,0.0,10.0,21.25,40.14,21.25,120.78,30.47
beacons.gcp.gvt2.com,7.0,10.0,10.0,23.38,34.85,22.29,69.65,14.62
beacons.gcp.gvt2.com,8.0,0.0,10.0,24.4,43.74,24.4,154.69,39.33
beacons.gcp.gvt2.com,9.0,0.0,10.0,29.8,33.33,25.14,65.23,11.69
beacons.gcp.gvt2.com,10.0,0.0,10.0,26.13,31.31,23.63,43.69,6.93
beacons.gcp.gvt2.com,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,18.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,19.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
beacons.gcp.gvt2.com,20.0,0.0,10.0,26.32,43.06,21.42,175.69,47.02
apkapi-als.mobileservices.sbs,1.0,0.0,10.0,3.04,4.51,3.04,7.79,1.76
apkapi-als.mobileservices.sbs,2.0,0.0,10.0,9.31,18.13,2.6,63.81,19.89
apkapi-als.mobileservices.sbs,3.0,0.0,10.0,9.25,6.08,2.92,13.25,3.12
apkapi-als.mobileservices.sbs,4.0,0.0,10.0,15.21,17.02,14.81,21.21,2.12
apkapi-als.mobileservices.sbs,5.0,0.0,10.0,32.49,32.27,26.12,45.73,6.44
apkapi-als.mobileservices.sbs,6.0,0.0,10.0,28.62,30.05,21.61,67.02,13.51
apkapi-als.mobileservices.sbs,7.0,0.0,10.0,20.68,40.48,20.68,83.11,18.53
apkapi-als.mobileservices.sbs,8.0,0.0,10.0,21.01,30.97,20.52,58.08,12.33
a.nel.cloudflare.com,1.0,0.0,10.0,5.37,8.17,2.91,20.47,5.33
a.nel.cloudflare.com,2.0,0.0,10.0,12.34,9.99,2.65,34.63,10.08
a.nel.cloudflare.com,3.0,0.0,10.0,5.99,5.92,2.68,12.26,2.72
a.nel.cloudflare.com,4.0,0.0,10.0,27.06,31.6,26.0,45.89,6.93
a.nel.cloudflare.com,5.0,0.0,10.0,25.71,27.08,19.89,44.4,9.51
a.nel.cloudflare.com,6.0,0.0,10.0,37.77,26.84,21.99,39.03,6.33
a.nel.cloudflare.com,7.0,0.0,10.0,23.05,22.75,19.72,27.5,2.71
a.nel.cloudflare.com,8.0,0.0,10.0,23.96,26.85,20.65,44.72,6.92
dns.google,1.0,0.0,10.0,23.06,9.91,4.25,23.91,7.52
dns.google,2.0,10.0,10.0,6.99,30.9,3.86,141.02,50.47
dns.google,3.0,0.0,10.0,54.16,16.61,3.8,54.16,16.5
dns.google,4.0,0.0,10.0,93.68,44.44,26.07,93.68,20.51
dns.google,5.0,0.0,10.0,96.94,39.28,20.83,96.94,27.11
dns.google,6.0,0.0,10.0,105.9,40.84,20.25,105.9,34.0
dns.google,7.0,0.0,10.0,97.16,42.23,21.29,101.6,31.33
dns.google,8.0,20.0,10.0,21.12,40.71,21.12,127.52,37.09
hokicuanks-site.cdn.ampproject.org,1.0,0.0,10.0,6.84,7.94,4.16,24.56,6.06
hokicuanks-site.cdn.ampproject.org,2.0,0.0,10.0,39.57,10.77,3.39,39.57,12.1
hokicuanks-site.cdn.ampproject.org,3.0,0.0,10.0,13.25,10.69,4.5,24.26,7.21
hokicuanks-site.cdn.ampproject.org,4.0,20.0,10.0,18.03,19.76,15.85,25.44,3.92
hokicuanks-site.cdn.ampproject.org,5.0,10.0,10.0,48.91,45.39,27.83,148.82,39.33
hokicuanks-site.cdn.ampproject.org,6.0,50.0,10.0,26.54,34.16,22.59,59.8,15.46
hokicuanks-site.cdn.ampproject.org,7.0,0.0,10.0,24.91,33.41,22.24,61.41,11.92
hokicuanks-site.cdn.ampproject.org,8.0,20.0,10.0,23.61,27.29,21.57,50.08,9.52
hokicuanks-site.cdn.ampproject.org,9.0,0.0,10.0,31.19,40.4,23.06,123.57,32.26
hokicuanks-site.cdn.ampproject.org,10.0,10.0,10.0,40.35,39.32,22.24,86.43,24.05
hokicuanks-site.cdn.ampproject.org,11.0,0.0,10.0,42.53,29.76,23.21,42.7,7.71
hokicuanks-site.cdn.ampproject.org,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,18.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,19.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,20.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,21.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,22.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
hokicuanks-site.cdn.ampproject.org,23.0,0.0,10.0,25.38,25.37,21.63,32.29,3.29
e2c44.gcp.gvt2.com,1.0,0.0,10.0,15.01,10.01,3.59,26.92,7.62
e2c44.gcp.gvt2.com,2.0,10.0,10.0,17.74,17.61,5.41,46.91,12.71
e2c44.gcp.gvt2.com,3.0,10.0,10.0,14.89,14.68,6.04,50.1,14.06
e2c44.gcp.gvt2.com,4.0,0.0,10.0,22.75,28.72,17.43,69.81,14.93
e2c44.gcp.gvt2.com,5.0,0.0,10.0,36.53,42.22,27.75,69.82,12.5
e2c44.gcp.gvt2.com,6.0,10.0,10.0,47.84,39.17,30.02,55.12,9.61
e2c44.gcp.gvt2.com,7.0,10.0,10.0,39.3,39.38,28.18,59.08,10.17
e2c44.gcp.gvt2.com,8.0,0.0,10.0,183.04,182.82,167.58,225.11,20.04
e2c44.gcp.gvt2.com,9.0,0.0,10.0,172.17,175.24,165.26,192.5,10.5
e2c44.gcp.gvt2.com,10.0,10.0,10.0,178.3,179.12,171.58,206.13,11.08
e2c44.gcp.gvt2.com,11.0,10.0,10.0,174.97,184.58,174.43,226.66,16.39
e2c44.gcp.gvt2.com,12.0,10.0,10.0,512.57,283.38,246.19,512.57,86.28
e2c44.gcp.gvt2.com,13.0,10.0,10.0,434.76,280.67,251.02,434.76,59.55
fonts.gstatic.com,1.0,20.0,10.0,16.35,14.96,2.37,65.86,21.03
fonts.gstatic.com,2.0,0.0,10.0,28.9,19.52,2.31,67.49,19.26
fonts.gstatic.com,3.0,20.0,10.0,4.71,7.55,3.54,19.02,5.01
fonts.gstatic.com,4.0,10.0,10.0,30.65,21.52,15.2,45.52,10.21
fonts.gstatic.com,5.0,0.0,10.0,28.47,47.25,25.72,122.17,33.78
fonts.gstatic.com,6.0,0.0,10.0,24.22,34.7,21.9,73.89,16.84
fonts.gstatic.com,7.0,0.0,10.0,22.27,29.88,20.43,82.67,19.02
fonts.gstatic.com,8.0,20.0,10.0,30.53,39.72,21.94,103.0,27.41
fonts.gstatic.com,9.0,30.0,10.0,22.25,31.5,22.25,69.87,17.17
fonts.gstatic.com,10.0,20.0,10.0,29.49,35.57,21.58,57.88,13.01
fonts.gstatic.com,11.0,10.0,10.0,39.56,42.24,22.44,90.45,20.38
fonts.gstatic.com,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,18.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,19.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,20.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
fonts.gstatic.com,21.0,20.0,10.0,157.12,52.53,20.9,157.12,51.91
hokicuanks.site,1.0,0.0,10.0,5.58,13.91,3.73,50.2,15.11
hokicuanks.site,2.0,10.0,10.0,9.25,6.39,3.3,18.51,4.92
hokicuanks.site,3.0,0.0,10.0,19.51,8.28,3.6,19.51,5.39
hokicuanks.site,4.0,0.0,10.0,21.36,22.88,15.12,43.7,7.9
hokicuanks.site,5.0,0.0,10.0,25.77,29.07,25.74,36.72,3.28
hokicuanks.site,6.0,0.0,10.0,30.84,31.09,22.19,39.25,5.72
hokicuanks.site,7.0,10.0,10.0,44.93,31.58,21.19,50.13,11.82
hokicuanks.site,8.0,10.0,10.0,26.98,40.21,22.73,120.47,31.39
sidalang.pnk.ac.id,1.0,0.0,10.0,4.29,14.35,2.36,66.88,20.46
sidalang.pnk.ac.id,2.0,10.0,10.0,7.35,7.98,3.23,17.56,5.3
sidalang.pnk.ac.id,3.0,10.0,10.0,3.69,10.09,3.46,17.64,5.36
sidalang.pnk.ac.id,4.0,10.0,10.0,17.21,18.41,15.6,31.03,4.9
sidalang.pnk.ac.id,5.0,80.0,10.0,28.41,28.93,28.41,29.46,0.75
sidalang.pnk.ac.id,6.0,0.0,10.0,21.99,26.04,20.34,39.04,6.29
sidalang.pnk.ac.id,7.0,0.0,10.0,97.34,71.31,60.71,97.34,10.55
sidalang.pnk.ac.id,8.0,0.0,10.0,58.5,64.15,57.08,92.76,11.03
sidalang.pnk.ac.id,9.0,0.0,10.0,63.66,63.52,58.79,77.29,5.36
monorail-edge.shopifysvc.com,1.0,0.0,10.0,3.16,5.71,3.15,18.17,4.59
monorail-edge.shopifysvc.com,2.0,10.0,10.0,6.61,8.17,3.49,15.97,4.41
monorail-edge.shopifysvc.com,3.0,0.0,10.0,11.8,19.12,3.17,86.73,26.22
monorail-edge.shopifysvc.com,4.0,0.0,10.0,39.06,35.41,26.27,54.5,9.77
monorail-edge.shopifysvc.com,5.0,10.0,10.0,29.87,26.94,19.46,37.67,7.01
monorail-edge.shopifysvc.com,6.0,90.0,10.0,20.37,20.37,20.37,20.37,0.0
monorail-edge.shopifysvc.com,7.0,10.0,10.0,20.12,22.93,19.63,33.26,4.37
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,1.0,0.0,10.0,5.6,19.99,3.67,68.7,20.44
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,2.0,0.0,10.0,9.31,14.17,3.74,43.85,11.87
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,3.0,10.0,10.0,5.37,33.34,4.03,131.95,42.42
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,4.0,0.0,10.0,25.55,25.17,16.19,59.34,12.61
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,5.0,10.0,10.0,36.1,33.84,27.58,40.81,4.93
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,6.0,10.0,10.0,29.5,39.9,26.97,63.11,15.21
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,7.0,10.0,10.0,32.95,33.01,23.2,68.16,13.94
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,8.0,20.0,10.0,31.88,36.98,22.98,74.62,17.24
pub-7fa2cd59ec5d41a5bc996539590d4754.r2.dev,9.0,10.0,10.0,22.75,30.03,22.24,42.77,8.26
fonts.shopifycdn.com,1.0,0.0,10.0,5.4,13.23,5.4,28.78,7.23
fonts.shopifycdn.com,2.0,0.0,10.0,18.67,15.53,5.93,37.78,10.68
fonts.shopifycdn.com,3.0,0.0,10.0,5.41,11.55,5.2,31.9,8.75
fonts.shopifycdn.com,4.0,0.0,10.0,25.41,35.04,15.65,81.56,20.09
fonts.shopifycdn.com,5.0,0.0,10.0,27.97,35.08,27.97,49.57,6.33
fonts.shopifycdn.com,6.0,0.0,10.0,33.23,38.46,24.96,70.06,14.62
fonts.shopifycdn.com,7.0,0.0,10.0,33.47,30.86,23.12,40.22,5.75
fonts.shopifycdn.com,8.0,10.0,10.0,24.57,35.02,21.84,64.03,15.44
rsumuhammadiyah.com,1.0,0.0,10.0,5.23,7.27,4.24,14.84,3.28
rsumuhammadiyah.com,2.0,0.0,10.0,8.98,12.5,4.46,45.11,11.9
rsumuhammadiyah.com,3.0,0.0,10.0,6.29,6.83,3.3,15.14,3.77
rsumuhammadiyah.com,4.0,10.0,10.0,15.22,20.78,15.22,29.32,3.86
rsumuhammadiyah.com,5.0,10.0,10.0,132.14,52.2,27.32,132.14,33.72
rsumuhammadiyah.com,6.0,70.0,10.0,22.99,26.15,22.99,27.76,2.74
rsumuhammadiyah.com,7.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
rsumuhammadiyah.com,8.0,10.0,10.0,34.83,66.21,33.72,200.38,52.31
rsumuhammadiyah.com,9.0,20.0,10.0,30.18,46.27,28.76,148.56,41.38
rsumuhammadiyah.com,10.0,10.0,10.0,72.44,45.94,30.6,85.78,19.68
rsumuhammadiyah.com,11.0,0.0,10.0,96.32,59.09,44.4,98.24,21.18
rsumuhammadiyah.com,12.0,0.0,10.0,50.42,50.87,43.21,66.57,7.78
iia-q8p-pro.cdn.ampproject.org,1.0,0.0,10.0,9.18,10.53,3.55,35.58,9.78
iia-q8p-pro.cdn.ampproject.org,2.0,0.0,10.0,11.49,10.74,4.2,45.62,12.46
iia-q8p-pro.cdn.ampproject.org,3.0,0.0,10.0,28.69,9.55,3.91,28.69,8.06
iia-q8p-pro.cdn.ampproject.org,4.0,0.0,10.0,122.18,38.15,16.53,122.18,31.25
iia-q8p-pro.cdn.ampproject.org,5.0,0.0,10.0,118.23,49.49,29.61,118.23,27.28
iia-q8p-pro.cdn.ampproject.org,6.0,0.0,10.0,84.43,35.6,23.1,84.43,19.45
iia-q8p-pro.cdn.ampproject.org,7.0,0.0,10.0,85.25,46.97,22.44,85.25,25.84
iia-q8p-pro.cdn.ampproject.org,8.0,0.0,10.0,111.9,39.93,22.3,111.9,28.14
iia-q8p-pro.cdn.ampproject.org,9.0,0.0,10.0,68.85,33.82,22.89,68.85,13.37
iia-q8p-pro.cdn.ampproject.org,10.0,10.0,10.0,29.56,32.23,22.17,59.27,13.08
iia-q8p-pro.cdn.ampproject.org,11.0,0.0,10.0,30.0,62.71,25.94,139.84,35.91
iia-q8p-pro.cdn.ampproject.org,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,18.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,19.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,20.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,21.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,22.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
iia-q8p-pro.cdn.ampproject.org,23.0,0.0,10.0,33.47,37.07,21.57,83.66,23.34
gokil.vip,1.0,0.0,10.0,33.24,14.97,4.12,33.24,10.05
gokil.vip,2.0,0.0,10.0,3.85,12.43,3.44,37.28,11.65
gokil.vip,3.0,0.0,10.0,6.2,6.38,3.4,13.8,2.89
gokil.vip,4.0,0.0,10.0,17.09,19.95,15.74,36.05,5.86
gokil.vip,5.0,0.0,10.0,30.27,29.98,27.09,36.81,2.8
gokil.vip,6.0,40.0,10.0,24.09,25.25,21.66,37.51,6.1
gokil.vip,7.0,0.0,10.0,22.05,28.91,22.05,49.02,8.09
gokil.vip,8.0,0.0,10.0,24.12,25.34,21.71,38.05,4.95
iia.q8p.pro,1.0,10.0,10.0,127.52,55.41,3.77,260.46,87.78
iia.q8p.pro,2.0,10.0,10.0,23.34,35.15,3.07,166.32,57.77
iia.q8p.pro,3.0,0.0,10.0,44.98,25.56,3.61,67.72,23.21
iia.q8p.pro,4.0,0.0,10.0,17.08,31.35,14.24,84.18,21.64
iia.q8p.pro,5.0,0.0,10.0,27.71,52.4,27.49,233.43,63.93
iia.q8p.pro,6.0,20.0,10.0,28.7,44.76,27.24,107.98,28.12
iia.q8p.pro,7.0,0.0,10.0,32.32,45.78,22.88,106.92,32.58
iia.q8p.pro,8.0,0.0,10.0,25.04,41.46,22.77,140.31,35.7
iia.q8p.pro,9.0,0.0,10.0,23.75,26.75,21.9,52.18,9.69
linkgokil.com,1.0,0.0,10.0,8.12,5.96,3.18,17.18,4.22
linkgokil.com,2.0,0.0,10.0,56.89,17.6,3.57,65.82,23.21
linkgokil.com,3.0,0.0,10.0,4.5,8.99,3.27,20.51,5.97
linkgokil.com,4.0,0.0,10.0,14.11,17.95,14.11,36.76,6.8
linkgokil.com,5.0,0.0,10.0,29.79,30.38,26.02,44.43,6.17
linkgokil.com,6.0,10.0,10.0,27.58,28.14,22.42,37.12,4.22
linkgokil.com,7.0,0.0,10.0,28.06,29.66,20.3,61.26,11.88
linkgokil.com,8.0,0.0,10.0,24.02,26.65,19.35,45.74,8.33
challenges.cloudflare.com,1.0,0.0,10.0,5.13,20.23,3.23,95.97,30.08
challenges.cloudflare.com,2.0,0.0,10.0,12.29,12.0,2.57,48.45,13.68
challenges.cloudflare.com,3.0,0.0,10.0,20.6,7.5,3.7,20.6,5.24
challenges.cloudflare.com,4.0,0.0,10.0,16.59,18.16,14.83,25.32,3.03
challenges.cloudflare.com,5.0,0.0,10.0,27.34,29.98,25.4,44.21,5.72
challenges.cloudflare.com,6.0,10.0,10.0,61.46,63.46,20.91,178.99,65.66
challenges.cloudflare.com,7.0,0.0,10.0,24.06,38.83,20.34,81.78,23.66
challenges.cloudflare.com,8.0,0.0,10.0,156.76,66.04,20.54,235.6,74.94
rx-0.ink,1.0,0.0,10.0,6.3,19.76,4.3,132.41,39.85
rx-0.ink,2.0,0.0,10.0,25.75,7.82,3.85,25.75,6.45
rx-0.ink,3.0,30.0,10.0,6.99,8.24,3.9,20.66,5.94
rx-0.ink,4.0,0.0,10.0,17.56,27.93,16.74,82.88,19.94
rx-0.ink,5.0,0.0,10.0,27.46,31.14,26.73,42.04,4.95
rx-0.ink,6.0,20.0,10.0,23.97,30.68,22.89,49.68,8.64
rx-0.ink,7.0,10.0,10.0,23.41,26.32,21.6,41.89,6.3
rx-0.ink,8.0,10.0,10.0,36.22,27.45,22.23,36.84,5.71
locationhistory-pa.googleapis.com,1.0,0.0,10.0,3.69,8.47,2.67,25.26,7.95
locationhistory-pa.googleapis.com,2.0,0.0,10.0,2.49,4.71,2.49,7.34,1.91
locationhistory-pa.googleapis.com,3.0,0.0,10.0,4.79,9.39,4.25,26.95,7.96
locationhistory-pa.googleapis.com,4.0,0.0,10.0,26.28,27.0,24.75,31.4,1.82
locationhistory-pa.googleapis.com,5.0,0.0,10.0,32.9,34.76,19.43,104.74,25.38
locationhistory-pa.googleapis.com,6.0,0.0,10.0,23.23,39.76,21.65,171.09,46.26
locationhistory-pa.googleapis.com,7.0,0.0,10.0,21.08,33.76,21.08,118.92,30.01
locationhistory-pa.googleapis.com,8.0,10.0,10.0,20.63,30.69,20.63,68.8,15.84
locationhistory-pa.googleapis.com,9.0,10.0,10.0,60.04,30.39,21.01,60.04,14.61
locationhistory-pa.googleapis.com,10.0,0.0,10.0,25.52,26.14,21.34,35.4,4.53
locationhistory-pa.googleapis.com,11.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
locationhistory-pa.googleapis.com,12.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
locationhistory-pa.googleapis.com,13.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
locationhistory-pa.googleapis.com,14.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
locationhistory-pa.googleapis.com,15.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
locationhistory-pa.googleapis.com,16.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
locationhistory-pa.googleapis.com,17.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0
